Titre,Est_Predateur,oa_works,oa_cited,oa_found,cr_has_doi,Publisher,Impact_Ratio
Journal of Algebraic Systems,0,65,37,1,1,De Gruyter,0.5606060606060606
Al-A'raf: Jurnal Pemikiran Islam dan Filsafat,0,0,0,0,1,IAIN Surakarta,0.0
E-Review. Rivista degli Istituti Storici dell'Emilia-Romagna in Rete,0,0,0,0,1,Viella srl,0.0
ACROSS,0,532,6925,1,1,Bloomsbury Publishing (UK),12.992495309568481
ESMO Real World Data and Digital Oncology,0,148,193,1,1,Elsevier BV,1.2953020134228188
Українське Pелігієзнавство,0,0,0,0,1,Ukrainian Association of Religion Researchers,0.0
International Surgery,0,18145,226760,1,1,International College of Surgeons,12.496417943348396
Tropical Grasslands-Forrajes Tropicales,0,462,3924,1,1,Centro Internacional de Agricultura Tropical,8.475161987041037
Research Directions: International Multidisciplinary Research Journal,1,0,0,0,1,International Organization of Educators and Researchers Inc.,0.0
Journal of Holistic Integrative Pharmacy,0,188,189,1,1,Elsevier BV,1.0
Center for Natural Science & Engineering Research,1,0,0,0,1,University of Trunojoyo Madura,0.0
Bestuurskunde,0,996,734,1,1,Koninklijke Boom uitgevers,0.7362086258776329
Bioscience and Bioengineering Communications,1,1,2,1,1,Journal BiNET,1.0
ChemistryOpen,0,2034,21432,1,1,Wiley,10.531695331695332
Clinical and Experimental Hypertension,0,2706,43379,1,1,Informa UK Limited,16.02475064647211
International Journal of Research in Wireless Systems,1,0,0,0,1,Springer International Publishing,0.0
International Journal of Innovative Science and Modern Engineering,1,83,212,1,1,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,2.5238095238095237
Open Access eBooks,1,5,45,1,1,ScienceOpen,7.5
Ekonomska Misao i Praksa,0,328,444,1,1,University of Dubrovnik,1.3495440729483283
BioIT international Journals,1,0,0,0,1,Radio Cosmology Research Laboratory Universiti Malaya,0.0
International Journal of Research in Engineering and Science,1,4880,14177,1,1,AD Publications,2.9045277607047737
Spring City Culture International Group Pte Ltd. [alt],1,0,0,0,1,Bloomsbury Publishing (UK),0.0
PSL Quarterly Review,0,15,157,1,1,Federal Reserve Bank of Minneapolis,9.8125
International Research Journal of Pharmacy,1,2119,9276,1,1,Pan Health Care Research Society,4.375471698113207
International Journal of Commerce and Management Research,1,622,400,1,1,AkiNik Publications,0.6420545746388443
Viso,0,453,127,1,1,"Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF",0.27973568281938327
International Journal of Electronics and Information Engineering,1,732,3275,1,1,EJournal Publishing,4.467939972714871
European Journal of Creative Practices in Cities and Landscapes,0,13,0,1,1,Alma Mater Studiorum Università di Bologna,0.0
International Journal of Electronics & Communication Technology,1,35,22,1,1,Ess & Ess Research Publications,0.6111111111111112
Journal of Biomedical and Pharmaceutical Research,1,855,832,1,1,Negah Scientific Publisher,0.9719626168224299
BioMedicine,0,19661,604184,1,1,Indian Association of Biomedical Scientists,30.728511850269555
Napis,0,767,312,1,1,Instytut Literatury,0.40625
MuK Publications & Distributions,1,0,0,0,1,De Gruyter,0.0
Transnational Journal of Science and Technology,1,0,0,0,1,I.B.Tauris,0.0
Badebec,0,147,34,1,1,Universidad Nacional de Rosario,0.22972972972972974
Збірник наукових праць Національної академії Державної прикордонної служби України. Серія: педагогічні науки,0,711,281,1,1,Bogdan Khmelnytskyi National Academy of the State Border Guard Service of Ukraine,0.3946629213483146
Jurnal Agro,0,353,2265,1,1,Sunan Gunung Djati State Islamic University of Bandung,6.398305084745763
Scientific Online Publishing,1,43,93,1,1,Elsevier,2.1136363636363638
Anuario del Instituto de Historia Argentina,0,350,294,1,1,Universidad Nacional de La Plata,0.8376068376068376
Research Involvement and Engagement,0,796,17743,1,1,Springer Science and Business Media LLC,22.26223337515684
Mathews Open Access Journals,1,0,0,0,1,Elsevier,0.0
LifeSciFeed Ventures,1,0,0,0,1,Springer Netherlands,0.0
International Journal of Hypertension,0,714,18501,1,1,Ovid Technologies (Wolters Kluwer Health),25.875524475524475
Revista Mexicana de Biodiversidad,0,2812,20536,1,1,Universidad Nacional Autonoma de Mexico,7.300391041592606
生物医学转化,0,0,0,0,1,"Sophia Publishing Group, Inc.",0.0
Pacific Group of e-Journals,1,0,0,1,1,Oxford University Press,0.0
"Centre for Multidisciplinary Research, Innovation and Collaboration",1,0,0,0,1,Edward Elgar Publishing,0.0
Food Technology Research Journal,0,119,98,1,1,Egyptian Knowledge Bank,0.8166666666666667
"Trade Science, Inc",1,0,0,0,1,Indiana University Press,0.0
Guidelines and Standards in Chinese Medicine,0,0,0,0,1,Ovid Technologies (Wolters Kluwer Health),0.0
Salus Journal,0,343,227,1,1,University of Carabobo,0.6598837209302325
Revista Lumen Gentium,0,127,68,1,1,Fundacion Universitaria Catolica Lumen Gentium,0.53125
H-ermes: Journal of Communication,0,0,0,0,1,Fikom Budi Luhur,0.0
Journal of Intensive Care,0,3204,52562,1,1,Springer Netherlands,16.4
European International Journal of Science and Humanities,1,0,0,0,1,WORLD SCIENTIFIC,0.0
Acta Universitatis Wratislaviensis. Slavica Wratislaviensia,0,0,0,0,1,Uniwersytet Wrocławski,0.0
Linguistica,0,1881,16977,1,1,University of Ljubljana,9.020722635494154
Open Access Journal of Science and Technology,1,124,318,1,1,Elsevier,2.544
T&S Journal PUblications,1,0,0,0,1,MDPI AG,0.0
Enlace Universitario,0,160,167,1,1,Universidad Estatal de Bolívar,1.0372670807453417
Journal of Surgical Case Reports,0,6194,18995,1,1,Japan Surgical Society,3.066182405165456
Interdisciplinary Journal of Sociality Studies,0,61,50,1,1,University of the Free State,0.8064516129032258
Wesley & Eber Publishing,1,0,0,0,1,"Oxford University PressNew York, NY",0.0
"Journal of Information, Education, Science and Technology",0,699,6955,1,1,Higher Education Press,9.935714285714285
Lexikos,0,1571,7200,1,1,African Journals Online (AJOL),4.580152671755725
VNMPublication,1,0,0,0,0,Unknown,0.0
Low-Carbon Materials and Green Construction,0,78,402,1,1,Springer Science and Business Media LLC,5.0886075949367084
International Network for Applied Sciences and Technology,1,0,0,0,1,Springer Science and Business Media LLC,0.0
Geological Behavior,0,117,264,1,1,Zibeline International Publishing,2.23728813559322
ESMO Gastrointestinal Oncology,0,209,173,1,1,Elsevier BV,0.8238095238095238
Research and Educational Society,1,0,0,0,1,Informa UK Limited,0.0
المجلة العلمية لجمعية إمسيا التربية عن طريق الفن,0,0,0,0,1,Egyptian Knowledge Bank,0.0
Linguistics,0,3009,168367,1,1,Walter de Gruyter GmbH,55.935880398671095
Media Mesin,0,204,459,1,1,Universitas Muhammadiyah Surakarta,2.2390243902439027
Publicar en Antropología y Ciencias Sociales,0,178,201,1,1,Universidad Nacional de Cajamarca,1.1229050279329609
Green Chemical Engineering,0,359,5753,1,1,CRC Press,15.980555555555556
Journal of Microbiology and Antimicrobial Agents,1,0,0,0,1,InTech,0.0
Asian Pacific Journal of Health Sciences,1,1380,2276,1,1,Marwah Infotech,1.6480811006517018
Veterinary Sciences and Practices,0,113,35,1,1,Ataturk Universitesi,0.30701754385964913
International Scientific Publications,1,6922,12653,1,1,UiT The Arctic University of Norway,1.827675863065145
Clinical Infection in Practice,0,498,954,1,1,Elsevier BV,1.911823647294589
Revista Médica de la Universidad de Costa Rica,0,251,132,1,1,Universidad de Costa Rica,0.5238095238095238
Physical Activity and Health,0,3613,91977,1,1,"Ubiquity Press, Ltd.",25.450193691200884
Fisheries and Aquatic Sciences,0,12766,623773,1,1,The Korean Society of Fisheries and Aquatic Science,48.85822824469335
International Journal of Bio,1,1656,18160,1,1,Canadian Centre of Academic Art and Science,10.95956547978274
Westminster Papers in Communication and Culture,0,306,3713,1,1,University of Westminster Press,12.094462540716613
Incursiuni în imaginar,0,0,0,0,1,CLACSO,0.0
Asia-Pacific Journal of Multidisciplinary Research,1,249,959,1,1,Routledge,3.836
Ishaan Publishing House,1,0,0,0,1,AG Publishing House,0.0
Compendio de Ciencias Veterinarias,0,182,97,1,1,Instituto de Investigaciones en Ciencias de la Salud,0.5300546448087432
EPRA Journals,1,0,0,0,1,Oxford University Press,0.0
Dynamic Publishers,1,0,0,0,1,Edinburgh University Press,0.0
Journal of Food Quality,0,3579,61603,1,1,InTech,17.207541899441342
Experimental Physiology,0,6110,148931,1,1,Wiley,24.37097038127966
Hendun Research Access,1,0,0,0,1,"Sci Forschen, Inc.",0.0
G-Journal of Environmental Science and Technology,1,0,0,0,1,American Chemical Society (ACS),0.0
Scinzer Scientific Publications,1,6,8,1,1,Scinzer Scientific Publications,1.1428571428571428
Jurnal Peurawi: Media Kajian Komunikasi Islam,0,72,130,1,1,Universitas Islam Negeri Ar-Raniry,1.7808219178082192
Infonomics Society,1,0,0,0,1,Routledge,0.0
Revista de Educação Física,0,1182,7354,1,1,FapUNIFESP (SciELO),6.216398985629755
Journal of Advanced Biotechnology and Experimental Therapeutics,0,340,1224,1,1,ScopeMed,3.589442815249267
Nierika,0,191,16,1,1,"Universidad Iberoamericana, A. C.",0.08333333333333333
Historia Naturalis Bulgarica,0,248,405,1,1,"National Museum of Natural History, BAS",1.6265060240963856
Universe of Emerging Technology and Science,1,0,0,0,1,Universitas Negeri Padang,0.0
International Journal of Recent Development in Engineering and Technology,1,19,57,1,1,IJETAE Publication House,2.85
Future Healthcare Journal,0,1589,11948,1,1,Elsevier BV,7.514465408805031
Cuadernos de Relaciones Laborales,0,349,1670,1,1,Universidad Complutense de Madrid (UCM),4.771428571428571
В центре экономики,0,0,0,0,1,Collège de France,0.0
"História, Ciências, Saúde: Manguinhos",0,2791,16320,1,1,FapUNIFESP (SciELO),5.845272206303725
LiBRI: Linguistic and Literary Broad Research and Innovation,1,34,1,1,1,Asociatia EduSoft,0.02857142857142857
Journal of Coaching and Sports Science,0,2363,33674,1,1,Routledge,14.244500846023689
International Journal of Novel Trends in Pharmaceutical Sciences,1,78,493,1,1,GP Innovations Pvt. Ltd.,6.2405063291139244
Journal of Sonic Studies,0,259,463,1,1,Society for Artistic Research,1.7807692307692307
Coleção Estudos Cariocas,0,157,83,1,1,Instituto Municipal de Urbanismo Pereira Passos,0.5253164556962026
Brazilian Journal of Oceanography,0,840,12707,1,1,FapUNIFESP (SciELO),15.109393579072533
Journal of Global Antimicrobial Resistance,0,3099,40654,1,1,Elsevier BV,13.114193548387096
IARS’ International Research Journal,1,168,378,1,1,International Association of Research Scholars,2.2366863905325443
European Journals of Business Management,1,0,0,0,1,Springer Publishing Company,0.0
Jurnal Teknologi dan Industri Pertanian Indonesia,0,196,785,1,1,LPPM Unsyiah,3.984771573604061
Revista Brasileira de Direito,0,453,1185,1,1,Conselho Nacional de Pesquisa e Pos-Graduacao em Direito - CONPEDI,2.6101321585903086
Research WebPub,1,0,0,0,1,"Synatom Research, LLC",0.0
Lectito Journals,1,0,0,0,1,Oxford University Press,0.0
Edukasi: Jurnal Penelitian dan Artikel Pendidikan,0,104,215,1,1,Universitas Muhammadiyah Magelang,2.0476190476190474
American Journal of Pharmacy and Health Research,1,148,168,1,1,Epixpub Publication,1.1275167785234899
Gateway Papers,0,1,1,1,1,Springer Science and Business Media LLC,0.5
Sport Science,1,2810,71652,1,1,The Research Institute of Physical Education and Sports Science,25.489861259338312
International Journal of Recycling of Organic Waste in Agriculture,0,314,10602,1,1,Springer Science and Business Media LLC,33.65714285714286
Liver Research,0,330,4793,1,1,Elsevier BV,14.48036253776435
Canadian Journal of Academic Librarianship,0,206,301,1,1,University of Toronto Libraries - UOTL,1.4541062801932367
PharmacologyOnline,1,108,520,1,0,Unknown,4.770642201834862
Zygoscient,1,0,0,0,0,Unknown,0.0
Liminal,0,70,0,1,1,Berghahn Books,0.0
Herald International Research Journals,1,0,0,0,1,Radio Cosmology Research Laboratory Universiti Malaya,0.0
Kurdiyat,0,71,11,1,1,Van Yuzuncu Yil University,0.1527777777777778
Pedagogik: Jurnal Pendidikan,0,201,336,1,1,Universitas Muhammadiyah Palangkaraya,1.6633663366336633
Pesquisa Brasileira em Odontopediatria e Clínica Integrada,0,1660,6461,1,1,APESB (Associacao de Apoio a Pesquisa em Saude Bucal),3.8898254063816977
Chinese Medicine and Culture,0,332,411,1,1,Ovid Technologies (Wolters Kluwer Health),1.2342342342342343
American Journal of Phytomedicine and Clinical Therapeutics,1,420,1780,1,1,African Journals Online (AJOL),4.228028503562945
Atatürk Üniversitesi Tıp Fakültesi Cerrahi Tıp Bilimleri Dergisi,0,27,3,1,1,"Atatürk University, Medical Faculty",0.10714285714285714
Global Hip Hop Studies,0,107,229,1,1,Intellect,2.1203703703703702
Smith & Franklin Academic Publishing Corporation,1,0,0,0,1,Springer Singapore,0.0
The Korean Journal of Pain,0,1614,12598,1,1,Korean Pain Society,7.80061919504644
Biomedical Technology,0,98,1948,1,1,Elsevier BV,19.67676767676768
ZolCat Academic House,1,0,0,0,1,International Journal of Experimental Research and Review,0.0
International Journal of Vascular Medicine,0,276,7009,1,1,SAGE Publications,25.303249097472925
International Journal of Abdominal Wall and Hernia Surgery,0,281,680,1,1,Medknow,2.4113475177304964
Epigenomes,0,290,2833,1,1,MDPI AG,9.735395189003436
Canadian Science and Research Group,1,0,0,0,1,SAGE Publications,0.0
Ciencia Veterinaria,0,175,139,1,1,Universidad Nacional de La Pampa,0.7897727272727273
Memoirs of the Scientific Sections of the Romanian Academy,0,0,0,0,1,University of Bucharest (Bucharest University Press),0.0
Cuadernos de Gibraltar,0,86,59,1,1,Servicio de Publicaciones de la Universidad de Cadiz,0.6781609195402298
Ochrona Dziedzictwa Kulturowego,0,48,17,1,1,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,0.3469387755102041
Engineering and Technology Journal,0,4882,14526,1,1,Penza State University,2.9748105672742167
Breast Cancer: Basic and Clinical Research,0,357,7670,1,1,SAGE Publications,21.424581005586592
Integrated Science Publications,1,60,219,1,1,Integrated Publications,3.5901639344262297
Revista de Métodos Cuantitativos para la Economía y la Empresa,0,605,1014,1,1,Universidad Pablo de Olavide,1.6732673267326732
Gnosi: An Interdisciplinary Journal of Human Theory and Praxis,0,0,0,0,1,Routledge India,0.0
Journal of Contemporary Management Sciences,1,0,0,0,1,Academy of Taiwan Information Systems Research,0.0
SV Publication,1,0,0,0,1,De Gruyter Saur,0.0
Rating Academy,1,0,0,0,1,Routledge,0.0
Sömn och Hälsa,0,54,5,1,1,Kristianstad University,0.09090909090909091
Jurnal Abdimas,0,64,718,1,1,Universitas Negeri Semarang,11.046153846153846
The Journal of Pediatric Academy,0,158,81,1,1,Galenos Yayinevi,0.5094339622641509
Historia,0,3516,19324,1,1,Wissenschaftliche Verlagsgesellschaft mbH,5.494455501848166
Sociation Today,0,1,0,1,1,DE GRUYTER,0.0
پژوهش‌نامه کلام تطبیقی شیعه,0,0,0,0,0,Unknown,0.0
Biomedical Engineering Review,1,529,110624,1,1,Knowledge Enterprise Journals,208.7245283018868
Javano Islamicus,0,28,3,1,1,State Islamic University (UIN) of Sunan Ampel,0.10344827586206896
International Journal of Information Research,1,4749,6720,1,1,IGI Global,1.414736842105263
Jurnal Edutech Undiksha,0,197,2121,1,1,Universitas Pendidikan Ganesha,10.712121212121213
EDUGAIT Press,1,0,0,0,1,SAGE Publications,0.0
"Global Scientific, Inc.",1,0,0,0,1,Indiana University Press,0.0
International Journal of Research and Development in Pharmacy & Life Sciences,1,111,293,1,1,International Journal of Research and Development in Pharmacy and Life Sciences (IJRDPL),2.6160714285714284
International Journal on Research Methodologies in Physics and Chemistry,1,0,0,0,1,Routledge,0.0
International Network for Natural Sciences,1,0,0,0,1,FSBEI HE Astrakhan State University,0.0
Ciudad Paz-ando,0,394,435,1,1,Universidad Distrital Francisco Jose de Caldas,1.1012658227848102
Journal of Advances in Information Technology,1,950,7522,1,1,CRC Press,7.909568874868559
Sons and Daughters Publishing House/SDPHI/E-JOURNALDIRECT,1,0,0,0,1,Princeton University Press,0.0
Science Talks,0,483,684,1,1,Elsevier BV,1.4132231404958677
Revista Diecisiete,0,143,114,1,1,Universidad del Cauca,0.7916666666666666
Journal of Comprehensive Research,1,90,121,1,1,Jaypee Brothers Medical Publishers (P) Ltd.,1.3296703296703296
International Journal of Medical Research Professionals,1,201,417,1,1,Routledge,2.0643564356435644
Latvijas Universitātes Žurnāls. Vēsture,0,163,49,1,1,University of Latvia,0.29878048780487804
Journal of the California Dental Association,0,3440,18577,1,1,Informa UK Limited,5.398721301947108
Transactions of the London Mathematical Society,0,3235,193194,1,1,Wiley,59.70148331273177
Scigmoid,1,0,0,0,0,Unknown,0.0
Journal of Agrometeorology,0,1694,6060,1,1,Springer Berlin Heidelberg,3.575221238938053
Margalla Papers,0,107,100,1,1,"National Defence University, Islamabad",0.9259259259259259
Journal of Mood and Anxiety Disorders,0,118,345,1,1,Oxford University Press,2.899159663865546
International Journal of Current Science,1,3151,3416,1,1,Current Research Web,1.083756345177665
International Journal of Society and Technology,1,1100,2330,1,1,Elsevier BV,2.1162579473206176
Turkish Journal of Shiite Studies,0,74,20,1,1,Turkish Journal of Shiite Studies,0.26666666666666666
Knowledge Publishing Printing & Distribution House,1,0,0,0,1,Ukrainian Academy of Printing,0.0
مجلة العلوم التربوية,0,2470,367,1,1,"Journal of Educational Sciences, Prince Sattam bin Abdulaziz University",0.14852286523674627
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,0,10641,232155,1,1,Institute of Electrical and Electronics Engineers (IEEE),21.814978387521144
Jurnal Akuntansi dan Keuangan Indonesia,0,263,2783,1,1,Universitas Indonesia,10.541666666666666
Desarrollo y Sociedad,0,637,3096,1,1,Universidad de los Andes,4.852664576802508
Офтальмохирургия,0,0,0,0,0,Unknown,0.0
Revista Jurídica Portucalense,0,42,10,1,1,Portucalense University,0.23255813953488372
"Lìteraturnij Proces: Metodologìâ, Ìmena, Tendencìï",0,0,0,0,1,Koninklijke Boom uitgevers,0.0
Jacobs Publishers,1,11,2,1,1,Routledge,0.16666666666666666
Society for Science and Education,1,0,0,0,1,Consulting Company Ucom,0.0
Arab Universities Journal of Agricultural Sciences,0,1299,2065,1,1,Egypts Presidential Specialized Council for Education and Scientific Research,1.5884615384615384
American Research Institute for Policy Development,1,0,0,0,1,Springer Fachmedien Wiesbaden,0.0
Journal of Vocational Health Studies,0,226,374,1,1,Universitas Airlangga,1.6475770925110131
Studier i Læreruddannelse og -Profession,0,133,92,1,1,Det Kgl. Bibliotek/Royal Danish Library,0.6865671641791045
Psikis: Jurnal Psikologi Islami,0,263,1208,1,1,State Islamic University of Raden Fatah Palembang,4.575757575757576
Pak Publishing Group,1,0,0,0,1,Academic Frontiers Publishing Group,0.0
International Journal of Food and Nutritional Sciences,1,376,789,1,1,Intellectual Consortium of Drug Discovery and Technology Development Incorporation,2.092838196286472
Risk Sciences,0,31,56,1,1,Elsevier BV,1.75
Social Science Chronicle,0,45,129,1,1,Academic Chronicles Private Limited,2.8043478260869565
European Union Research Publishing,1,0,0,0,1,Maximum Academic Press,0.0
Engineering Publication House,1,0,0,0,1,Green Publication,0.0
Chinese Journal of Mechanical Engineering,0,4754,38407,1,1,Chinese Journal of Mechanical Engineering,8.077181913774973
Erudita,0,72,56,1,1,LP2M IAIN Pekalongan,0.7671232876712328
Corpus: Archivos Virtuales de la Alteridad Americana,0,0,0,0,1,Salesian Polytechnic University of Ecuador,0.0
International Researchers,1,686,937,1,1,Association For Science (Publications),1.363901018922853
Electronic Research Archive,0,1452,3847,1,1,American Institute of Mathematical Sciences (AIMS),2.64762560220234
Prâksis,0,279,263,1,1,Associacao Pro-Ensino Superior em Novo Hamburgo,0.9392857142857143
Indonesian Journal of Earth Sciences,0,91,128,1,1,MO.RI Publishing,1.391304347826087
Naqd-i Zabān va Adabīyyāt-i Khārijī,0,0,0,0,1,CAIRN,0.0
Mediterranean Journal of Physics,1,0,0,0,1,Springer International Publishing,0.0
Australian International Research Consortium,1,0,0,0,1,Asian Academy of Business and Social Science Research,0.0
IJRETINA (International Journal of Retina),0,0,0,0,1,Elsevier,0.0
"Amoghsiddhi Education Society/AES/AES Journals in Engineering Technology, Management, and Sciences/AES E-JOURNALS [alt]",1,0,0,0,1,Springer Fachmedien Wiesbaden,0.0
Journal of Current Trends in Big Data Analytics,1,0,0,0,1,Wiley,0.0
Fossil Record,0,457,3318,1,1,Pensoft Publishers,7.244541484716157
"Facts, Views & Vision in ObGyn",0,308,1110,1,1,Galenos Yayinevi,3.592233009708738
Arsitekno,0,92,120,1,1,LPPM Universitas Malikussaleh,1.2903225806451613
International Journal of Emerging Trends in Science and Technology,1,548,741,1,1,Springer Nature Singapore,1.349726775956284
SCHOLE,0,569,1934,1,1,Informa UK Limited,3.3929824561403508
Open Access Journal Limited,1,0,0,0,1,University of Virginia Press,0.0
Discover Toxicology,0,36,68,1,1,Springer Science and Business Media LLC,1.837837837837838
International Journal of Dental and Health Sciences,1,0,0,0,1,Fakultas Kedokteran Gigi Universitas Jenderal Achmad Yani,0.0
COUNS-EDU: The International Journal of Counseling and Education,0,198,766,1,1,Ikatan Konselor Indonesia (IKI),3.849246231155779
Advanced Scholars Journals,1,0,0,0,1,P3M Politeknik Negeri Ambon,0.0
SER Social,0,500,990,1,1,Biblioteca Central da UNB,1.9760479041916168
Science and Technology of Advanced Materials: Methods,0,177,943,1,1,Informa UK Limited,5.297752808988764
Mechanical Engineering Journal,0,13882,63222,1,1,ASME International,4.553914859900598
JVS-Vascular Insights,0,309,239,1,1,Elsevier BV,0.7709677419354839
Sustainability Science and Technology,0,712,1468,1,1,IOP Publishing,2.05890603085554
Journal of Translational Science,1,357,1330,1,1,European Respiratory Society,3.7150837988826817
"Journal of Research in Radiodiagnosis, Teleradiology and Imaging",1,0,0,0,1,Springer Berlin Heidelberg,0.0
Electronic Center for International Scientific Information,1,0,0,0,1,Institute of Continuous Media Mechanics,0.0
Communications on Applied Electronics,1,573,1417,1,1,Foundation of Computer Science,2.4686411149825784
International Science Community Association,1,0,0,0,1,American Geophysical Union (AGU),0.0
Tempawan,0,110,20,1,1,Institut Pendidikan Guru Kampus Ilmu Khas,0.18018018018018017
J-Lalite,0,77,49,1,1,Universitas Jenderal Soedirman,0.6282051282051282
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy & Technology",0,111,3187,1,1,Springer Science and Business Media LLC,28.455357142857142
دراسات في اللغة العربيّة وآدابها,0,0,0,0,1,University of Kufa,0.0
Canadian Science and Technology Press Inc.,1,0,0,0,1,Indiana University Press,0.0
International Journal of Fisheries and Aquatic Studies,1,2726,10292,1,1,AkiNik Publications,3.774110744407774
Gavin Publishers,1,0,0,0,1,Bloomsbury Publishing (UK),0.0
ORB Academic Publisher,1,0,0,0,1,Yixin Publisher,0.0
Rechtsidee: Law Journal,0,0,0,0,1,Universitas Muhammadiyah Sidoarjo,0.0
Library of Academic Resources,1,0,0,0,1,Libraries Unlimited,0.0
Infectious Disease Reports,0,1733,37080,1,1,MDPI AG,21.3840830449827
International Journal of Current Medical Sciences,1,241,344,1,1,Pioneer Academic Publishing Limited,1.421487603305785
"Радіоелектроніка, інформатика, управління",0,227,22,1,1,Vinnytsia Mykhailo Kotsiubynskyi State Pedagogical University,0.09649122807017543
Research in Biotechnology,1,340,4450,1,1,Update Publishing House,13.049853372434018
Zona Franca,0,237,109,1,1,Universidad Nacional de Rosario,0.4579831932773109
Journal of Neolithic Archaeology,0,0,0,0,1,Routledge,0.0
Net Journals,1,0,0,0,1,Penn State University Press,0.0
Differenz,0,132,43,1,1,Editorial Universidad de Sevilla,0.3233082706766917
Images,0,2672,1432,1,1,Walter de Gruyter GmbH,0.535727646838758
APST Publication,1,0,0,0,1,Field Museum of Natural History,0.0
Secularism and Nonreligion,0,112,1507,1,1,"Ubiquity Press, Ltd.",13.336283185840708
Aizeon Publishers,1,0,0,0,1,Edinburgh University Press,0.0
African Research Review,1,1335,7583,1,1,African Journals Online (AJOL),5.675898203592815
International Interdisciplinary Journal of Scientific Research,1,46,9,1,1,American Scholarly Publishing Group Inc,0.19148936170212766
Revista História Hoje,0,531,484,1,1,Revista Historia Hoje,0.9097744360902256
Fractal: Revista de Psicologia,0,737,3074,1,1,FapUNIFESP (SciELO),4.1653116531165315
Carte Romanze,0,135,8,1,1,Milano University Press,0.058823529411764705
International Journal of Medical Research & Review,1,1318,3509,1,1,Siddharth Health Research and Social Welfare Society,2.6603487490523126
Journal of Jazz Studies,0,109,193,1,1,University of California Press,1.7545454545454546
TESOL Communications,0,42,15,1,1,International TESOL Union,0.3488372093023256
The Clute Institute,1,0,0,0,1,J-Institute,0.0
Studies in English Language and Education,0,592,4684,1,1,Springer Nature Switzerland,7.898819561551433
International Journal of Scientific and Research,1,6922,12653,1,1,Alkhaer Publications,1.827675863065145
Korean Journal of Community Nutrition,0,525,3565,1,1,Korean Society of Community Nutrition,6.777566539923955
Revista de Turismo Contemporâneo,0,242,358,1,1,Universidade Federal do Rio Grande do Norte - UFRN,1.4732510288065843
Scient Open Access,1,0,0,0,1,Elsevier,0.0
Izumi,0,232,298,1,1,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),1.2789699570815452
Spring Journals,1,0,0,0,1,Oxford University Press,0.0
Academic Journals Online,1,0,0,0,1,NWSA Academic Journals,0.0
Inspiree,0,134,301,1,1,Inspiretech Global Insight,2.22962962962963
Digital Economy and Sustainable Development,0,71,450,1,1,Springer Science and Business Media LLC,6.25
International Journal of Electronics Communication and Computer Engineering,1,0,0,0,1,Seventh Sense Research Group Journals,0.0
Studia Historica Brunensia,0,226,42,1,1,Masaryk University Press,0.18502202643171806
Корпоративные финансы,0,743,991,1,1,"National Research University, Higher School of Economics (HSE)",1.331989247311828
地球与行星物理论评,0,0,0,0,1,Global Science Publishing Pty. Lte.,0.0
Iranian Journal of Educational Sociology,0,228,191,1,1,CMV Verlag,0.834061135371179
Journal of Applied Hermeneutics,0,223,180,1,1,University of Calgary,0.8035714285714286
Journal of Computing,1,2278,75798,1,1,Springer Science and Business Media LLC,33.259324265028525
"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering",1,0,0,0,1,Ess & Ess Research Publications,0.0
Acta Marisiensis - Seria Medica,0,199,177,1,1,Walter de Gruyter GmbH,0.885
Athenea Digital,0,2038,5813,1,1,AutanaBooks S.A.S,2.8509073075036784
Modern Education and Computer Science Press,1,0,0,0,1,Science and Education,0.0
Реторика и комуникации,0,0,0,0,0,Unknown,0.0
International Journal of Multidisciplinary and Scientific Emerging Research [alt],1,0,0,0,1,Ess & Ess Research Publications,0.0
Im@go. A Journal of the Social Imaginary,0,0,0,0,1,Duke University Press,0.0
Taraksh Journals,1,0,0,0,1,Oxford University Press,0.0
The Indian Journal of Chest Diseases and Allied Sciences,0,796,2792,1,1,Jaypee Brothers Medical Publishing,3.503136762860728
Ученые записки Казанского университета: Серия Гуманитарные науки,0,1782,30,1,1,Санкт-Петербургская государственная художественно-промышленная академия имени А.Л. Штиглица,0.01682557487380819
Journal of Medicine and Life Science,0,571,125,1,1,Oxford University Press (OUP),0.21853146853146854
Biotechnology & Biotechnological Equipment,0,4037,39113,1,1,Informa UK Limited,9.686230807330361
Desimal,0,282,1527,1,1,Raden Intan State Islamic University of Lampung,5.395759717314488
Andes Pediatrica,0,785,836,1,1,Sociedad Chilena de Pediatria,1.063613231552163
Argumenta,0,266,1101,1,1,Wroclaw University of Economics and Business,4.123595505617978
Dr.BGR Publications,1,0,0,0,1,Palgrave Macmillan UK,0.0
Journal of Natural Products,1,16829,605773,1,1,Elsevier,35.993642305407015
Jurnal Mekanik Terapan,0,113,57,1,1,Politeknik Negeri Jakarta,0.5
International Brazilian Journal of Urology,0,0,0,0,1,Springer Science and Business Media LLC,0.0
International Organization of Scientific Invention,1,0,0,0,1,Modern Humanities Research Association,0.0
