Titre,Est_Predateur
Photosynthetica,0
Journals Club & Co.,1
World Academy of Informatics and Management Sciences,1
USN Scientific Journal,1
International Journal of Engineering Technology and Computer Research,1
Journal of Contemporary Issues in Business Research,1
International Technology Innovation,1
Society of Engineering Science and Technology,1
Revista Processus de Políticas Públicas e Desenvolvimento Social,0
Folia Orientalia,0
Swiss Journals,1
International Scientific Publications and Consulting Services,1
Espaço Ameríndio,0
Meio Ambiente (Brasil),0
"Културно-историческо наследство: Опазване, представяне, дигитализация",0
Ecological Processes,0
Indian Streams Research Journal,1
Jurnal Ilmiah Teknik Sipil,0
Across the Disciplines,0
AcademicDirect Publishing House,1
Tadbir: Jurnal Manajemen Pendidikan Islam,0
Lexis Publisher,1
DIJB (Diponegoro International Journal of Business),0
Revue Internationale des Francophonies,0
Global Heart,0
Indian Journal of Research in Pharmacy and Biotechnology,1
Revista Interinstitucional Artes de Educar,0
Journal of Magnetism and Its Applications,0
Indian Journal of Pharmaceutical and Biological Research,1
"Social and Emotional Learning: Research, Practice, and Policy",0
"Journal of Business, Communication and Technology",0
International Institute of Science & Industry Research,1
"The International Academy, Research and Industry Association",1
Re-visiones,0
London Journals Press,1
American V-King Scientific Publishing,1
Journal of Pediatric Surgery Open,0
مهندسی مخابرات جنوب,0
International Journal of Energetica,0
Journal of Sea Research,0
Cloud Journals,1
Romanian Journal of Horticulture,0
West East Institute,1
International Journal of Sport Studies,1
International Journal of Engineering Science & Advanced Technology,1
Chirurgia Narządów Ruchu i Ortopedia Polska,0
Emerging Themes in Epidemiology,0
MEJ - Mansoura Engineering Journal,0
NanoWorld Journal,1
Journal of Healthcare Leadership,0
Scientific Literature,1
Agroindustrial Technology Journal,0
Society of Digital Information and Wireless Communications,1
Agropub,1
مجلة كلية الدراسات الإسلامية والعربية للبنات بدمنهور,0
"International Academy of Science, Engineering and Technology",1
International Economic Letters,1
Institutiones Administrationis,0
"International Journal of Agricultural, Forestry & Plantation",1
Afrasian Journal of Humanities and Social Sciences,1
Science Park,1
Retorika,0
Science Research Reporter,1
Journal of Physical Activity and Hormones,0
Frontiers in Bioscience,1
GSB Life Sciences,1
Zeitschrift für Didaktik der Biologie - Biologie Lehren und Lernen,0
International Journal of Business Tourism & Applied Sciences,1
World Wide Journal of Multidisciplinary Research and Development,1
Tetrahedron Chem,0
Nano Trends,0
International Journal of Agronomy & Plant Production,1
International Journal of Engineering Research and Computer Science,1
Recreation,0
Allied Journals,1
Cenetri Publishing Group,1
RedFame Publishing,1
Jurnal Agroekoteknologi,0
World Open Access Journals,1
New World Sciences Academy,1
Academic Star Publishing Company [alt],1
European-American Journals,1
Journal of Oral Biology and Craniofacial Research,0
Bulletin of Pharmaceutical Sciences. Assiut University,0
International Journal of Computer Engineering in Research Trends,1
E-International Journals of Academic & Scientific Research,1
International Journal of Business and Management Invention,1
Frontiers in Pediatrics,0
Arab Journal of Forensic Sciences & Forensic Medicine,0
AMRC Open Research,0
Tehnički vjesnik = Technical Gazette,1
Pachyderm,0
Medip Academy,1
Heart Views,0
International Journal of Technical Research and Applications,1
Noise and Health,0
International Journal of Engineering Science and Computing,1
International Journal of Computing Academic Research,1
"Source,",1
Praxis Filosófica,0
International Research Journal of Finance and Economics,1
The International Asian Research Journal,1
Eidos. A Journal for Philosophy of Culture,0
Brazilian Journal of Biometrics,0
International Journal of Electrical and Electronics Engineers,1
Immunobiology,0
Scientia Iuris,0
International Journal of Recent Surgical and Medical Sciences,1
Bioscience Biotechnology Research Communications,1
Journal of English Education and Teaching,0
Everant,1
Genes & Cancer,1
Research Chronicles,1
Journal of Advances in Electronics and Communication Engineering,1
Journal of Power Sources Advances,0
Journal of Scientific and Engineering Research,1
Düzce Tıp Fakültesi Dergisi,0
"CONSORTIUM Intellectual Consortium of Drug Discovery and Technology Development, Inc.",1
Oikos: Jurnal Kajian Pendidikan Ekonomi dan Ilmu Ekonomi,0
Annals of Noninvasive Electrocardiology,0
مجلة کلیة الشریعة والقانون بأسیوط,0
Social Welfare: Interdisciplinary Approach,0
Journal of Advanced Computing and Communication Technologies,1
Pinnacle Journal Publication,1
International Journal of Advanced Information in Arts Science and Management,1
Mundo Fesc,0
Research Centre for Management and Social Studies,1
Scitechz,1
Biointerface Research in Applied Chemistry,1
Journal of Economic and Social Development (Varaždin),0
LangLit,1
Diabetes Therapy,0
فصلنامه دانشگاه علوم پزشکی جهرم,0
International Journal of Contemporary Research and Review,1
International Journals of Engineering & Sciences,1
Columban Journal of Life Sciences,1
Genome Biology,0
The Center for Innovations in Business & Management Practice,1
Kaleidoscope Journals,1
Advances in Rheumatology,0
European Journal of Scientific Research,1
Revista Costarricense de Orientación,0
Bulletin of the National Research Centre,0
Gelar: Jurnal Seni Budaya,0
MEDNANO Publications,1
Asian Journal of Social Science Research,0
Ученые записки Казанского государственного университета: Серия Естественные науки,0
Academy Journals,1
The Sedimentary Record,0
Janus,0
Revista de Direito da Faculdade Guanambi,0
South Asian Review of Business and Administrative Studies,0
Gnosis Open Access Publishers [Link dead; re-branded as,1
International Journal of Pediatrics,1
Journal of Business & Economic Analysis,0
British Journal of Science,1
Клиническая практика,0
KY Publications,1
Journal of Scientific Research in Pharmacy,1
Maǧallaẗ Markaz Al-Buḥūṯ Al-Ǧuġrāfiyyaẗ wa Al-Kārtūğirāfiyyaẗ,0
Revista Entramados,0
"International Journal of Technology, Management and Humanities",1
Journal of Engineering Innovation & Research,1
Liaoning Shiyou Huagong Daxue xuebao,0
Australasian Journal of Construction Economics and Building,0
International Journals,1
Journal of Transplantation,0
Australian Academy of Business and Social Sciences,1
Jurnal Ilmu Sosial dan Humaniora,0
Lychnos,0
International Education and Research Journal,1
Artuklu Kaime,0
American Research Journals,1
Advances in Mechanical and Materials Engineering,0
Journal of Information Policy,0
Chinese Journal of Traumatology,0
Baština,0
Jednak Książki,0
Open Journal Systems,1
Cairo Center for Development Benchmarking,1
Journal of Plant Interactions,0
Cadernos de Gênero e Diversidade,0
AIMS Public Health,0
International Journal of Conference Proceedings,1
"Journal of Pharmaceutical, Chemical and Biological Sciences",1
Child and Adolescent Psychiatry and Mental Health,0
International Journal of Advance Research in Science and Engineering,1
Artificial Intelligence Chemistry,0
Orthodontic Journal of Nepal,0
Miríada: Investigación en Ciencias Sociales,0
KEJA Publications,1
Acta Informatica Pragensia,0
"Research Journal of Education, Teaching and Curriculum Studies",0
Schizophrenia,0
Journal of Perspectives in Management,0
International Journal of Humanities and Social Science Invention,1
Ekonomski Anali,0
Przegląd Geofizyczny,0
Journal of Medical Pharmaceutical and Allied Sciences,1
International Journal of Advance Foundation and Research in Science and Engineering,1
RGUHS Journal of AYUSH Sciences,0
Revista de Salud Animal,0
دراسات العدد الاقتصادي,0
Tataloka,0
Istraživanja u Pedagogiji,0
Data Science and Management,0
The International Journal of Educational and Psychological Assessment,1
Frontiers,1
Aradhya International Publication,1
Саратовский научно-медицинский журнал,0
International Journals of Research,1
European Journal of Biomedical and Pharmaceutical Sciences,1
Open Academic Press,1
The Online Journal of Science and Technology,1
EduChemia,0
International Journal of Engineering Science and Generic Research,1
Remedy Open Access,1
International Journal of Engineering Inventions,1
Pulmonary Therapy,0
Genel Tıp Dergisi,0
Revista Mexicana de Economía y Finanzas Nueva Época REMEF,0
International Research Society For Promotion of Science,1
Al-Wijdán,0
EtnoAntropologia,0
Wilolud Journals,1
Academia Publishing,1
Bonfring,1
Maskana,0
Advances in Forestry Letter,1
Vascular Specialist International,0
Fertility & Reproduction,0
Reviews on Advanced Materials Science,0
Revista de Humanidades Digitales,0
International Journal of Arts Humanities and Social Sciences,1
Global Ecology and Conservation,0
Revista Derecho,0
Berkala Ilmu Perpustakaan dan Informasi,0
Case Reports in Cardiology,0
Harmoni Sosial: Jurnal Pendidikan IPS,0
Abdimu,0
Daqi yu huanjing guangxue xuebao,0
Pristine Research Journal Publications,1
Cadernos Espinosanos,0
Current Discovery,1
SCRO Annual Report Journal,1
Contact,0
Revista Colombiana de Investigaciones Agroindustriales,0
International Journal of Engineering Research and Science & Technology,1
Revista Brasileira de Saúde Materno Infantil,0
International Journal of E-learning and Distance Education,0
Journal of Clean Energy Technologies,1
Revista Panamericana de Pedagogía,0
Case Study and Case Report,1
Prudence Journals,1
Journal of Health Policy & Outcomes Research,0
IRO Journals,1
International Association for Engineering & Technology,1
Sciences of Phytochemistry,0
Eastern African Journal of Humanities and Social Sciences,0
Métodos de Información,0
Cerebrospinal Fluid Research,0
International Journal of Mathematics and Soft Computing,1
American International Journal of Contemporary Scientific Research,1
International Journal and Bulletin of Multidisciplinary Research,1
Computers and Education: Artificial Intelligence,0
Journal of Research in Psychiatry and Behavioural Sciences,1
Eutopia: Revista de Desarrollo Economico Territorial,0
World Scientific News,1
International Journal of Education and Applied Research,1
Технічна електродинаміка,0
Estudos Semióticos,0
Banks and Bank Systems,0
Historical Life Course Studies,0
Journal of Statistical Software,0
Вестник Российского экономического университета имени Г. В. Плеханова,0
Animal,0
"Informatyka, Automatyka, Pomiary w Gospodarce i Ochronie Środowiska",0
World Academic Publishing,1
Al-Rafidain Dental Journal,0
Algorithms,0
TLEP Journals,1
Tendencias,0
Al-tijary,0
Medwin Publishers,1
Quality Education for All,0
"International Journal of Physical Education, Sports and Health",1
ACME,0
Actividad Física y Ciencias,0
Emerging Economies Cases Journal,0
Indo American Journal of Pharmaceutical Sciences,1
Meta Research Press,1
International Journal of Research in E-Learning,0
International Journal of Abdominal Research,1
Asia-Pacific Journal of Research,1
The ISME Journal,0
International Journal of Plant Biology,0
Chemica,0
Paidéia (Ribeirão Preto),0
Universe Scientific Publishing,1
InTech Open Access Publisher,1
Turkish Online Journal of Educational Technology,1
iMed.pub,1
Organic Materials,0
Journal of Pharmaceutical and Biomedical Sciences,1
Case Reports in Hepatology,0
Huarte de San Juan. Geografía e Historia,0
[sic],0
East European Science Journal,1
Икономика и компютърни науки,0
Percées,0
Paisagem e Ambiente,0
预防医学,0
Revista Ingenio,0
Open Access Journals Publishing Company,1
Mandala: Jurnal Ilmu Hubungan Internasional,0
Acta Odontologica Scandinavica,0
Academia Scholarly Journals,1
Comechingonia,0
Tạp chí Kiểm nghiệm và An toàn thực phẩm,0
Iuris Dictio,0
International Journal of Current Medical and Pharmaceutical Research,1
Revista Stultifera,0
Aktualności Neurologiczne,0
International Journal of Pharmacognosy,1
International Journal of Computer Science and Mobile Computing,1
Future Natural Products,0
Argument,0
Avestia Publishing,1
Vision,0
Galaxy: International Multidisciplinary Research Journal,1
Journal of Healthcare Administration,0
Trakya University Journal of Social Sciences,0
OMICS International,1
Discover Civil Engineering,0
Documenta Haematologica,0
"The Journal of American Business Review, Cambridge",1
Evolutionary Journal of the Linnean Society,0
Dental Press Journal of Orthodontics,0
VBRI Press,1
Modelling,0
Photon Foundation,1
SAGE Open Medicine,0
Sciences & Engineering Research Publication,1
The Institute for Business and Finance Research,1
Journal of Applied Science and Engineering,0
Universal Journal of Applied Computer Science and Technology,1
Business and Economics Journal,1
Global Rheumatology,0
Journal Dynamics,1
Revista Educar +,0
Precision Medication,0
International Journal of Current Research and Academic Review,1
American Journal of Advanced Scientific Research,1
Studia Philosophica,0
Ovidius University Annals: Economic Sciences Series,0
"International Journal of Electrical, Electronics and Mechanical Controls",1
Bihdāsht-i Mavādd-i Ghaz̠āyī,0
International Bauhaus Science Press,1
Journal of Psychometric Research,0
International Journal of Advance Engineering and Research Development,1
Revista Orbis Latina,0
Educatio Siglo XXI,0
Práticas da História,0
Indonesian Journal of Human Nutrition,0
International Journal of Nanofluids and Nanoparticles,1
Travaux de Didactique du Français Langue Étrangère,0
Actas Dermo-Sifiliográficas,0
Revista da ABEM,0
"Revista de Direito Urbanístico, Cidade e Alteridade",0
Journal of Rock Mechanics and Geotechnical Engineering,0
Jurnal Ilmu Komunikasi,0
"Annals, Academy of Medicine, Singapore",0
Science & Knowledge Publishing Corporation Limited,1
Jurnal Pendidikan Dasar Nusantara,0
Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,0
Journal of Innovative Engineering,1
Clinical eHealth,0
Drvna Industrija,0
EnglishUSA Journal,0
Yellow Loop Journal,1
Research Alert Journals,1
Egyptian Journal of Medical Human Genetics,0
Food Technology and Biotechnology,0
Historijska Misao,0
SciTechnol,1
Jurnal Ilmu Peternakan dan Veteriner Tropis,0
Lingua Cultura,0
Journal of Mechanical Engineering,0
Advance Research Journal of Multidisciplinary Discoveries,1
Journal of Information Management,1
Future Journal of Pharmaceutical Sciences,0
Questões Transversais,0
Journal for Lesson and Learning Studies,0
Sageya Publishers,1
LBS Journal of Management & Research,0
Alexandria Journal of Veterinary Sciences,0
Marketing i Zarządzanie,0
ENP Engineering Science Journal,0
REDES: Revista Hispana para el Análisis de Redes Sociales,0
Studies on National Movements,0
International Journal of Computing and Corporate Research,1
Lanx,0
Materials Futures,0
Euro-Afro Journal of Arts and Social Sciences,1
Eskişehir Osmangazi Üniversitesi İlahiyat Fakültesi Dergisi,0
Compendium,0
Green Energy and Sustainability,0
Direito em Debate,0
ACTA VŠFS,0
Scholars Research Library,1
International Journal of Arts and Entrepreneurship,1
Journal of Physical Therapy Science,1
Water Supply,0
Arte y Sociedad,0
Islamic World Network for Environmental Science and Technology,1
Studia Universitatis Babeș-Bolyai. Biologia,0
International Journal of Sciences,1
Diyala Journal for Pure Science,1
Science and Engineering Publishing Company,1
International Scientific Research Organization Journals,1
International Journal of Emerging Science and Engineering,1
CABI One Health,0
BioResources,0
Raíces,0
Review of Business and Economics Studies,0
Волинський благовісник,0
Journal of Multidisciplinary Developments,1
Bio Bulletin,1
Journal of Scientific Letters,1
International Journal of Nursing Information,0
eSamizdat,0
"Scottish Journal of Arts, Social Sciences and Scientific Studies",1
Journal of Crop Protection,0
Revista Mad,0
Журнал Фронтирных Исследований,0
Scientific World,1
Confluenze,0
Journal of Applied Research in Water and Wastewater,0
Knee Surgery & Related Research,0
مکانیک هوافضا,0
Український журнал клінічної хірургії,0
International Journal of Information Technology and Electrical Engineering,1
International Scholars Journals,1
Ain Shams Engineering Journal,0
Journal of Software,1
International Journal of Recent Engineering Research and Development,1
Universal Association of Mechanical and Aeronautical Engineers,1
Listy klinicke logopedie,0
Abhinav,1
Sustainable Earth Trends,0
International Scientific Engineering and Research Publications,1
"British Journal of Economics, Finance and Management Sciences",1
"Association for Sustainable Education, Research and Science",1
International Journal of Innovations in Engineering Research and Technology,1
International Journal of Engineering Science and Innovative Technology,1
BioMed Research,1
International Society for green.sustainable engineering and management,1
Journal of the General Union of Arab Archaeologists,0
Human Genomics,0
Al Ameen Journal of Medical Sciences,1
Journal of the Arkansas Academy of Science,0
تحقیقات علوم قرآن و حدیث,0
International Journal of Obstetrics and Gynaecology Research,1
Turkish Journal of Vascular Surgery,0
International Journal of Pharmaceutical Sciences Review and Research,1
Archives of Basic and Clinical Research,0
Animal Cells and Systems,0
Research Inventy: International Journal of Engineering and Science,1
Journal der Pharmazie Forschung,1
Quarterly Journal of Austrian Economics,0
Journal of International Environmental Application & Science,1
Scienceline Publications,1
npj Precision Oncology,0
Revista INGI,0
International Journal of Home Science,1
Ommega Publishers,1
International Journal of Contemporary Applied Sciences,1
International Journal of Innovative Studies in Sciences and Engineering Technology,1
International Journal of World Research,1
Isaac Scientific Publishing,1
Journal of Sports Analytics,0
Pet Behaviour Science,0
Sagvntum,0
Meas Publishing Ltd,1
Town and Regional Planning,0
International Journal of Scientific and Technical Advancements,1
Parks Stewardship Forum,0
EPRA Wisdom,1
Clinical and Translational Allergy,0
Multidisciplinary Adaptive Climate Insights,0
Journal of Gandaki Medical College,0
Revista de Saúde,0
Italies,0
Österreichische Zeitschrift für Geschichtswissenschaften,0
European Journal of Rhinology and Allergy,0
Pizhūhish dar Bihdāsht-i Muḥīṭ.,0
International Journal of Computational Engineering Research,1
International Journal of Trend in Research and Development,1
Indonesian Comparative Law Review,0
Signifiances (Signifying),0
Araştırma Temelli Etkinlik Dergisi,0
(En)clave Comahue,0
International Research Journal of Pharmaceutical and Applied Sciences,1
World Wide Journals,1
Tiempo Histórico,0
Jàmbá,0
Journal of Computer and Robotics,0
JCO Global Oncology,0
Engineering & IT Journal,1
Linguistica Brunensia,0
Revista Latinoamericana de Herpetología,0
International Journal of Physiotherapy,1
International Journal of Energy & Technology,1
Revista Iberoamericana de las Ciencias Sociales y Humanísticas,1
International Journal of Computer Networks and Applications,1
Revista Investigación y Formación Pedagógica,0
Oncotarget,1
International Letters of Natural Sciences,1
International Journal of Computer Engineering & Applications,1
International Journal of Hindi Research,1
Federal History,0
International Journal of Applied Economic Studies,1
Grant Medical Journals,1
International Journal on Lifelong Education and Leadership,0
Acta Scientifica,1
Spizaetus,0
Journal of Pharmacy Research,1
Journal of Interdisciplinary Histopathology,1
International Journal of Applied Research,1
Revista Científica Especialidades Odontológicas UG,0
Cahiers d'Études du Religieux- Recherches Interdisciplinaires,0
Synergies France,0
Leena & Luna International,1
American Academic & Scholarly Research Center,1
Jurnal Ilmiah Telsinas,0
VRJ Publishers,1
Cadernos do Arquivo Municipal,0
International Journal of Trends in Economics Management and Technology,1
Revue d'Économie & de Gestion,0
Empowerment,0
Iberoamericana: Nordic Journal of Latin American and Caribbean Studies,0
Intermedcentral,1
International Journal of Computer Science and Communication Networks,1
International Society of Thesis Publication,1
Fogorvosi Szemle,0
International Journal of Computer Science and Network,1
International Archives of BioMedical and Clinical Research,1
Cellular and Molecular Biology [alt],1
Agropecuária Catarinense,0
Revista de Direito Sanitário,0
International Journal of Applied Sciences and Biotechnology,1
Iraqi Geological Journal,0
Mediterranean Journal of Chemistry,1
European Journal of Social Sciences,1
Scandinavian Journal of Military Studies,0
Juvenis Scientia,0
International Journal of Science Innovations and Discoveries,1
Hematology Reports,0
Science Journal of University of Zakho,0
"Messages, Sages and Ages",0
International Journal of Bioassays,1
Encrucijadas: Revista Crítica de Ciencias Sociales,0
The Scientific Pages,1
Pollutants,0
Biochemistry and Biophysics Reports,0
Indian Society for Education and Environment,1
International Review of Public Policy,0
Journal of Islamic Economics,0
Studia z Historii Społeczno-Gospodarczej XIX i XX Wieku,0
CREST Journals,1
Science Publications,1
Review of International American Studies,0
World Research Journals,1
FACSalud,0
Entreciencias: Diálogos en la Sociedad del Conocimiento,0
Jurnal Manajemen dan Bisnis Kreatif,0
Therapeutic Advances in Rare Disease,0
International Journal of Scientific Engineering and Technology Research,1
Odrodzenie i Reformacja w Polsce,0
Journal of Pharmaceutical and Biological Sciences,1
Prudent Journals,1
Taṣvīr-i salāmat,0
Enviro Research Publishers [alt],1
GBS Publishers & Distributors,1
Academic Journals,1
环境与职业医学,0
Indo-European Linguistics,0
Linguarum Arena,0
Online Science Publishing,1
International Journal of Education and Psychological Research,1
International Knowledge Press,1
ACI Avances en Ciencias e Ingenierías,0
Italian Review of Legal History,0
Integrated Intelligent Research,1
IET Smart Cities,0
Data Science and Engineering,0
International Journal of Didactic Mathematics in Distance Education,0
Econometric Research in Finance,0
English Review: Journal of English Education,0
Философия и космология,0
Asian Journal of Chemistry,1
Journal of Global Biosciences,1
Міжнародні відносини: теоретико-практичні аспекти,0
Ecoforum,1
Transdisciplinary Journal of Engineering & Science,0
International Journal of Scientific Study,1
"KIU Journal of Science, Engineering and Technology",0
"Geology, Ecology, and Landscapes",0
Scientia Socialis,1
The Online Journal of New Horizons in Education,1
North Atlantic University Union,1
Academy of Science and Social Science,1
Tropical Agricultural Research,0
Indian Journal of Medical Research and Pharmaceutical Sciences,1
Journal of Electrical Engineering,1
BC TEAL Journal,0
Central European Journal of Sport Sciences and Medicine,0
Gynecology and Minimally Invasive Therapy,0
Computer Methods and Programs in Biomedicine Update,0
Applied Network Science,0
Journal of International Management Studies,1
Science Signpost Publishing Inc.,1
International Journal of Scientific and Research Publications,1
International Journal of English and Education,1
Journals Pub,1
Zagadnienia Filozoficzne w Nauce,0
Earth,0
Universal Association of Computer and Electronics Engineers,1
Journal of Biological Sciences and Medicine,1
Solar,0
Sol Nascente,0
Undergraduate Journal of Politics and International Relations,0
Language Documentation & Conservation,0
SRD International Journals,1
Journal of Rare Diseases Research & Treatment,1
Tekstilec,0
Munis Entomology & Zoology,1
Journal of Asset Management and Financing,0
International Journal of Science & Technology,1
Kējì Fǎxué Pínglùn,0
Avicena Publisher,1
R & S Publications [Link dead as of 2013-07-04],1
Wielogłos,0
Academia Medicine,0
International Organization of Scientific Research,1
مطالعات رسانه‌های نوین,0
Canadian Research Publication,1
International Journal of Renewable Energy Research,1
Journal of Shahrekord University of Medical Sciences,0
New Zealand Medical Student Journal,0
Critical Questions in Education,0
Scientific Dental Journal,0
Bohemistyka,0
Research Journal of Applied Biotechnology,0
Sustainable Chemistry for Climate Action,0
Molecular Cytogenetics,0
Acta Dermato-Venereologica,0
Journal of Economics and Management,0
Indian Journal of Urology,0
Genexcellence Publication/G Publications,1
Biotechnological Research,1
Bowen Publishing,1
DAPesquisa,0
Revista Estudios,0
Critical Public Health,0
Journal of Health Sciences,0
Kerala Journal of Ophthalmology,0
International Journal of Engineering Research and General Science,1
Swedish Journal of Scientific Research,1
Tecnura,0
H-Industri@,0
International Journal of Review in Life Sciences [hijacked version],1
Asian Journal of Health and Medical Sciences,1
Cosmic Journals,1
Herpetozoa,0
Noto-are,1
Ciencias Administrativas Teoría y Praxis,0
Audito Comparative Law Journal,0
Shiv Rudraksha International Journal of Advanced Research in Engineering & Management,1
Infectious Diseases and Herbal Medicine,0
Intercathedra,0
Jurnal Fundadikdas (Fundamental Pendidikan Dasar),0
Advances in Knowledge Representation,0
FOREX Technical Journal Library,1
Maritime Technical Journal,0
International Interdisciplinary Journal of Education,1
Lawarence Press,1
Asian Journal of Humanities and Social Sciences,1
United Scholars Publications,1
الدورية العلمية لكلية الفنون الجميلة,0
Revista Electrónica de LEEME,0
International Bulletin of Business Administration,1
ScienTech Publisher,1
Chronotopos,0
International Invention Journals,1
Edelweiss Publications,1
Asian Publication Corporation,1
Contributions to Entomology,0
Advance Journals,1
Journal of Evolution of Research in Human Physiology,1
International Journal of Medical Sciences,0
Cerne,0
Science Academy Publisher,1
Kocatepe İslami İlimler Dergisi,0
BioMed Press,1
Porto das Letras,0
Budownictwo i Architektura,0
Current Thoracic Surgery,0
Infinity Press,1
Science Publishing Corporation,1
Glasnik Šumarskog Fakulteta: Univerzitet u Beogradu,0
Journal of Geotechnical and Transportation Engineering,1
Caminhos,0
"Geography, Environment, Sustainability",0
Contemporary Research Center,1
International Academic Publishing House,1
NECSUS,0
"International Journal of Languages, Literature and Linguistics",1
Eagle Publishing Group,1
Jurnal Kimia Valensi,0
Journal of Osseointegration,0
Muller Journal of Medical Sciences and Research,0
Revista Temas em Educação,0
Revistas Academicas,1
International Journal of Applied Sciences and Engineering,1
Electronic Journal of Mathematics,0
Actualidades Biológicas,0
International Review of Basic and Applied Sciences,1
Space Weather,0
Academy for Environment and Life Sciences,1
internetowy Kwartalnik Antymonopolowy i Regulacyjny,0
Recent Science,1
Nemis Journals,1
Journal of Advances in Social Science and Humanities,1
Journal of Business Strategies,0
International Journals for Research,1
Ambivalências,0
اکولوژی انسانی,0
Bentham Open,1
Review of the Air Force Academy,0
International Publisher & C.O,1
Educação (Santa Maria. Online),0
Studia Politica Slovaca,0
Funes,0
Maǧallaẗ al-baṣraẗ al-ʻulūm al-zirāʻiyyaẗ,0
Research and Innovation in Social Science Education Journal,0
Scientific Platform Online Journals,1
Southeast Asian Business Review,0
Estetika,0
Forum Historiae,0
Sift Desk,1
Gaoya wuli xuebao,0
Sadguru Publications,1
Anuradhapura Medical Journal,0
International Journal of Innovative Research in Engineering and Management,1
Literasi Kesehatan Husada,0
Journal of Emerging Trends in Marketing and Management,0
Medical science,1
Science Education Foundation,1
Journal of Medicinal Plants,0
Cuadernos de Gobierno y Administración Pública,0
Revista Cartográfica,0
Cardiology Academic Press,1
Varia História,0
Childhood & Philosophy,0
Athīrat,0
International Journal of Pharmaceutical Research and Development,1
Reviews in Analytical Chemistry,0
Central Research Insight,1
Ukrainian Scientific Medical Youth Journal,0
Immunity & Ageing,0
International Journal of Cardiovascular Sciences,0
Iraqi Journal of Information & Communication Technology,0
Library Ideas,0
Basic Research Journals,1
TVET@sia,0
International Journal of the Commons,0
Archyworld,1
Indian Journal of Pharmaceutical Science & Research,1
Techno Science Academy,1
Sapient Press,1
Iraqi Bulletin of Geology and Mining,0
International Journal of Communication and Health,1
International Journal of Latest Research in Engineering and Technology,1
Xia & He Publishing,1
Revista Digital: Actividad Física y Deporte,0
International Journal of Research in Humanities and Social Sciences,1
Journal of Cardiothoracic Surgery,0
Journal of Intercultural Ethnopharmacology,1
"The Journal of American Academy of Business, Cambridge",1
The International Journal of Humanities & Social Studies,1
Online Research Journals,1
Logic,0
Journal of Algebraic Systems,0
Al-A'raf: Jurnal Pemikiran Islam dan Filsafat,0
E-Review. Rivista degli Istituti Storici dell'Emilia-Romagna in Rete,0
ACROSS,0
ESMO Real World Data and Digital Oncology,0
Українське Pелігієзнавство,0
International Surgery,0
Tropical Grasslands-Forrajes Tropicales,0
Research Directions: International Multidisciplinary Research Journal,1
Journal of Holistic Integrative Pharmacy,0
Center for Natural Science & Engineering Research,1
Bestuurskunde,0
Bioscience and Bioengineering Communications,1
ChemistryOpen,0
Clinical and Experimental Hypertension,0
International Journal of Research in Wireless Systems,1
International Journal of Innovative Science and Modern Engineering,1
Open Access eBooks,1
Ekonomska Misao i Praksa,0
BioIT international Journals,1
International Journal of Research in Engineering and Science,1
Spring City Culture International Group Pte Ltd. [alt],1
PSL Quarterly Review,0
International Research Journal of Pharmacy,1
International Journal of Commerce and Management Research,1
Viso,0
International Journal of Electronics and Information Engineering,1
European Journal of Creative Practices in Cities and Landscapes,0
International Journal of Electronics & Communication Technology,1
Journal of Biomedical and Pharmaceutical Research,1
BioMedicine,0
Napis,0
MuK Publications & Distributions,1
Transnational Journal of Science and Technology,1
Badebec,0
Збірник наукових праць Національної академії Державної прикордонної служби України. Серія: педагогічні науки,0
Jurnal Agro,0
Scientific Online Publishing,1
Anuario del Instituto de Historia Argentina,0
Research Involvement and Engagement,0
Mathews Open Access Journals,1
LifeSciFeed Ventures,1
International Journal of Hypertension,0
Revista Mexicana de Biodiversidad,0
生物医学转化,0
Pacific Group of e-Journals,1
"Centre for Multidisciplinary Research, Innovation and Collaboration",1
Food Technology Research Journal,0
"Trade Science, Inc",1
Guidelines and Standards in Chinese Medicine,0
Salus Journal,0
Revista Lumen Gentium,0
H-ermes: Journal of Communication,0
Journal of Intensive Care,0
European International Journal of Science and Humanities,1
Acta Universitatis Wratislaviensis. Slavica Wratislaviensia,0
Linguistica,0
Open Access Journal of Science and Technology,1
T&S Journal PUblications,1
Enlace Universitario,0
Journal of Surgical Case Reports,0
Interdisciplinary Journal of Sociality Studies,0
Wesley & Eber Publishing,1
"Journal of Information, Education, Science and Technology",0
Lexikos,0
VNMPublication,1
Low-Carbon Materials and Green Construction,0
International Network for Applied Sciences and Technology,1
Geological Behavior,0
ESMO Gastrointestinal Oncology,0
Research and Educational Society,1
المجلة العلمية لجمعية إمسيا التربية عن طريق الفن,0
Linguistics,0
Media Mesin,0
Publicar en Antropología y Ciencias Sociales,0
Green Chemical Engineering,0
Journal of Microbiology and Antimicrobial Agents,1
Asian Pacific Journal of Health Sciences,1
Veterinary Sciences and Practices,0
International Scientific Publications,1
Clinical Infection in Practice,0
Revista Médica de la Universidad de Costa Rica,0
Physical Activity and Health,0
Fisheries and Aquatic Sciences,0
International Journal of Bio,1
Westminster Papers in Communication and Culture,0
Incursiuni în imaginar,0
Asia-Pacific Journal of Multidisciplinary Research,1
Ishaan Publishing House,1
Compendio de Ciencias Veterinarias,0
EPRA Journals,1
Dynamic Publishers,1
Journal of Food Quality,0
Experimental Physiology,0
